transcript_id	miracidia	sporocyst_2d_invitro	sporocyst_1d_invivo	sporocyst_3d_invivo	sporocyst_shedder_invivo	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_171090.1	88.34	57.99	139.78	84.28	229.87	28.31	16.76	25.47	70.99	84.55	59.94	59.09	101.07	47.83
Smp_171120.1	10.35	27.01	84.77	80.48	88.4	5.77	7.58	41.86	70.24	55.3	61.56	45.61	179.68	37.22
Smp_171130.1	0	0.02	3.66	1.86	4.79	0	0.16	0	3.2	1.77	0.16	0.33	0.05	0.04
Smp_171140.1	4.32	0.2	0	0	1.66	2.52	19.16	15.15	17.61	19.13	31.11	35.09	15.79	58.74
Smp_171140.2	2.81	1.04	4.67	2.22	3.1	12.79	10.86	28.31	23.02	31.51	30.11	38.16	10.36	29.42
Smp_171150.1	100.08	144.87	67.78	98.47	42.09	49.36	51.45	52.23	29.45	24.88	35.35	25.26	73.39	21.81
Smp_171170.1	35.92	43.27	24.79	34.34	18.18	44.59	66.61	59.39	26.69	22.56	22.1	17.77	15	14.5
Smp_171170.2	31.88	33.03	2.79	0	0.81	16.63	32.47	9.05	5.99	4.07	5.11	4.22	1.05	2.15
Smp_171170.3	0.39	0.24	4.42	0	9.48	3.55	5.06	4.84	5.33	4.87	5.35	3.85	11.44	5.22
Smp_171180.1	2.64	0.99	0	0	0.56	5.55	2.75	8.7	1.09	1.01	1.49	1.5	0.06	0.36
Smp_171180.2	2.18	1.06	2.59	1.43	3.51	2.54	3.63	3.02	3.47	2.74	3.5	4.18	1.17	1.72
Smp_171180.3	16.58	19.46	10.2	26.08	19.44	11.87	19.16	11.74	12.15	11.65	11.29	8.92	16.11	10.02
Smp_171190.1	0	0.22	0	0	1.32	62.17	355.33	737.68	443.23	457.31	348.14	444.44	110.51	363.47
Smp_171200.1	25.89	20.68	15.43	17.63	14.54	15.52	26.37	20.59	11.4	10.03	11.7	11.19	8.68	9.2
Smp_171270.1	0.86	1.17	0	6.34	14.92	8.95	2.49	4.47	3.07	2.45	4.9	3.05	15.61	3.06
Smp_171270.2	0.56	0.55	8.2	0	8	2.78	2.51	0.39	2.2	1.78	3.49	2.84	7.92	2.5
Smp_171280.1	10.01	6.47	34.88	62	40.75	9.82	21.64	36.6	31.59	31.7	27.38	24.72	48.78	30.27
Smp_171310.1	0.06	0	0	0	0	0	0	0	0.01	0	0.02	0.02	0	0
Smp_171370.1	11.48	15.82	23.61	29.74	16.15	1.87	1.9	2.96	7.69	5.4	6.99	4.84	13.26	5.01
Smp_171460.1	1.62	1.96	4.52	1.41	5.7	3.83	0.65	2.72	7.29	5.97	5.14	5.34	1.91	4.17
Smp_171490.1	4.84	6.93	2.04	4.59	1.53	12.66	20.12	20.41	3.99	3.86	4.45	4.25	2.79	2.8
Smp_171530.1	23.17	30.74	58.74	41.07	50.55	45.63	28.88	24.35	32.66	40.39	39.7	46.45	31.5	52.14
Smp_171530.2	4.69	3.69	11.04	3.81	6.94	12.95	55.69	31.94	9.86	9.65	10.21	10.47	11.71	9.89
Smp_171540.1	21.48	18.51	73.84	46.23	112.5	101.91	46.19	30.68	45.74	42.07	47.3	49.2	22.88	33.45
Smp_171540.2	560.16	1001.59	291.61	176.43	271.39	349.78	202.08	144.81	124.83	107.36	107.55	97.33	108.77	102.46
Smp_171550.1	19	18.91	37.7	56.68	46.41	27.14	12.91	15.66	25.2	29.51	31.8	35.47	45.94	40.33
Smp_171580.1	1.75	0.84	7.41	10.06	4.62	0.97	2.47	3.43	7.61	10.2	7.42	10.26	0.83	11.78
Smp_171600.1	4.15	1.19	9.21	4.24	15.89	24.95	32.63	63.34	28.08	41.43	31.94	38.97	12.5	43.46
Smp_171600.2	0.09	0.22	1.48	0.65	0	0.55	3.91	10.64	0.61	2.32	0.21	0	0.96	1.46
Smp_171600.3	0	0	0	0	1.07	1.87	1.37	0.4	3.5	3.39	4.29	5.59	0.33	1.83
Smp_171610.1	4.52	6.2	8.19	7.49	6.87	30.57	49.79	22.12	7.39	9.04	11.22	15.47	9.91	1.09
Smp_171610.2	0	0	0	0	0	1.96	1.5	0.51	0.11	0.14	0.13	0.86	0	0
Smp_171620.1	80.61	53.93	48.51	25.17	52.52	35.18	29.83	17.67	55.86	73.39	62.12	74.54	55.8	79.32
Smp_171620.2	2.66	1.7	5.17	15.73	5.3	6.8	9.24	4.71	5.28	5.37	5.06	6.07	3.08	4.93
Smp_171630.1	6.48	6.4	22.4	22.13	17.72	5.08	20.4	20.48	16.92	21.03	15.57	15.82	13	17.72
Smp_171630.2	35.83	45.1	12.02	0	0.48	24.15	6.31	8.6	2.4	3.79	3.98	5.16	0.14	3.03
Smp_171640.1	23.19	19.82	20.14	16.2	22.48	67.2	83.83	29.63	25.69	28	26.99	30.28	18.77	24.15
Smp_171640.2	0.54	0.29	0	1.11	0	4.36	8.53	3.85	2.08	2.5	2.77	3.01	0.94	1.95
Smp_171660.1	16.47	5.72	0	0	23.09	38.97	34.55	26.07	14.15	23.26	11.92	14.1	22.79	28.82
Smp_171660.2	17.85	6.47	46.56	34.43	21.59	24.51	40.3	13.56	7.43	9.41	10.15	10.89	6.96	9.13
Smp_171670.1	23.62	34.42	96.53	71.42	84.55	85.23	95.2	75.68	54.58	73.79	55.18	71.04	36.06	76.73
Smp_171680.1	0.15	0.09	1.22	0.76	3.09	1.29	1.18	3.22	2.22	2.73	3.01	3.44	0.67	3.25
Smp_171710.1	40.02	79.15	51.02	45.52	31.07	28.56	19.56	25.54	27.57	31.14	18.71	19.32	15.28	17.82
Smp_171720.1	7.87	13.62	34.47	29.19	14.88	10.09	11.95	12.53	9.87	11.09	14.06	12.58	11.94	15.6
Smp_171720.2	50.76	58.39	39.02	8.35	16.25	112.54	172.36	82.3	40.74	51.07	52.46	63.99	32.59	85.68
Smp_171730.1	0.73	0.04	0.46	0	0.6	1.56	0.38	0.72	0.6	0.52	0.22	0.32	0.24	0.3
Smp_171740.1	2.81	12.07	17.72	20.92	10.11	12.74	11.05	10.81	9.77	9.87	10.75	11.04	3.16	8.13
Smp_171750.1	5.86	6.07	0.25	0.23	10.54	48.12	29.17	16.69	37.1	30.84	30.1	34.12	7.24	21.55
Smp_171750.2	3.41	1.32	8.73	9.75	0	23.35	15.04	8.86	10.49	10.98	11.57	16.04	2.62	9.7
Smp_171770.1	59.1	53.05	76.72	67.18	68.69	56.69	58.65	70.28	53.01	47.51	36.96	35.8	38.87	42.61
Smp_171780.1	0.91	0.86	18.02	6.34	315.82	40.65	36.62	66.36	569.32	692.36	671.16	785.76	332.21	812.15
Smp_171790.1	3.41	5.91	5.52	7.51	6.38	25.36	21.16	13.56	6.69	5.49	6.99	6.52	6.14	5.43
Smp_171820.1	26.11	61.85	35.43	27.57	26.41	127.03	73.41	68.62	40.77	43.6	59.38	66.41	43.07	75.83
Smp_171820.2	0	0.64	0	0	0	0.75	1.06	2.4	4.18	4.94	8.83	10.94	3.37	15.21
Smp_171860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_171860.2	7.22	6.8	6.34	2.09	3.94	4.01	10.18	10.09	6.83	11.96	10.37	14.3	0.86	10.75
Smp_171860.3	1.08	0.18	0	0	0	0.05	0.1	0.14	0.08	0.27	0.2	0.28	0.05	0.33
Smp_171860.4	0.45	0.46	5.13	3.42	1.93	0.74	2.6	1.93	3.54	6.08	4.88	7.27	1.55	7.17
Smp_171860.5	0.15	0.11	1.48	0	0	0.09	0.5	0.06	1.29	2.65	1.83	3.48	0.06	2.51
Smp_171860.6	0.13	0.09	0	0	0	0.27	0.12	0.09	0.34	0.64	0.53	0.62	0.17	0.85
Smp_171860.7	20.77	16.29	19.4	8.5	24.97	11.39	20.84	11.98	15.36	25.44	21.91	28.16	7.98	32.88
Smp_171870.1	38.94	31.27	18.32	18.4	28.76	31.01	23.38	43.42	35.31	38.6	37.44	38.19	39.19	42.68
Smp_171880.1	12.97	22.18	18.94	9.31	13.13	25.3	27.3	35.41	25.73	36.79	28.47	36.23	11.83	34.34
Smp_171880.2	2.53	6.11	0	0	0.28	3.83	1.46	0.06	1.25	0.73	1.47	1.13	0	0.3
Smp_171880.3	1.1	1.54	6.24	10.36	8.54	6.18	5.48	7.59	8.77	9.33	13.31	17.88	11.5	11.69
Smp_171940.1	62.99	56.36	56.34	42.58	41.31	56.18	48.13	31.41	31.69	44.08	28.82	35.98	25.81	39.48
Smp_172030.1	108.74	82.95	53.69	47.8	47.44	40.92	50.35	45.52	34.2	33.31	30.32	30.11	33.61	33.68
Smp_172040.1	3.78	1.92	2.33	2.24	2.03	10.05	12.09	18.55	3.8	3.4	3.73	4.01	1.26	2.76
Smp_172050.1	30.97	31.4	16.41	18.22	18.66	10.61	35.56	39.79	26.99	28.19	23.17	24.82	12.47	22.14
Smp_172060.1	3.95	5.76	13.84	11.17	13.44	20.82	20.08	26.41	31.35	25.16	23.43	19.32	30.59	17.68
Smp_172070.1	38.08	44.86	42.97	49.49	48.37	63.44	86.47	73.12	46.87	45.77	34.23	36.29	14.66	35.04
Smp_172090.1	111.14	144.89	67.85	69.28	52.65	31.76	51.97	58.4	36.5	39.16	37.54	33.22	86.58	39.3
Smp_172110.1	739.44	828.21	147.05	177.99	152.55	122.44	105.8	183.83	304.33	268.37	303.82	255	725.68	258.98
Smp_172120.1	4.71	1.9	0	2.34	4.25	1.6	3.21	4.76	6.51	7.41	6.76	7.85	8.57	8.99
Smp_172120.2	1.19	1.48	9.35	6.53	9.54	0.11	0.95	4.93	5.09	5.67	5.25	6.88	5.7	9.71
Smp_172130.1	13.38	11.72	11.38	6.92	7.94	16.2	38.64	23.3	10.76	9.43	11.46	9.77	6.66	8
Smp_172130.2	2.38	4.46	0	2.71	0	0.54	0.84	0.47	0.21	0.27	0.27	0.21	0	0
Smp_172140.1	11.78	5.16	8.43	4.45	5.26	4.17	0.18	4.64	18.2	16.9	16.01	15.95	10.54	16.67
Smp_172150.1	1.04	0.24	1.75	0	0	13.74	9.72	9.38	0.99	0.71	1	0.91	1.12	1.21
Smp_172150.2	0	0.11	0	0	0.83	0.31	0.66	0.28	0.03	0.05	0	0.05	0.12	0.04
Smp_172160.1	221.61	238.89	85.92	101.46	99.98	134.68	68.63	49.92	58.13	58.89	54.64	53.81	65.12	57.01
Smp_172170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_172170.2	0.06	0.04	0	0	0	0.09	0.05	0	0.03	0.02	0.02	0	0	0
Smp_172180.1	0	0	0	0	25.36	298.73	815.5	644.24	834.86	991.55	713.46	958.85	271.63	883.91
Smp_172190.1	52.79	44.09	52.14	84.88	49.06	20.58	11.77	3.85	8.49	8.15	8.02	9.89	40.13	11.19
Smp_172190.2	21.96	3.27	5.21	0	14.56	11.79	4.79	7.55	4.57	3.45	2.46	1	8.01	2.68
Smp_172190.3	84.95	87.94	0	0	0	54.74	38.64	25.57	31.5	27.75	31.83	28.75	11.18	21.11
Smp_172200.1	4.52	12.18	7.92	3.26	8.3	4.95	7.33	10.03	22.88	24.59	14.74	14.21	5.58	10.8
Smp_172210.1	0.32	0	3.49	0	0	0.07	0.49	0.57	1.17	1.3	1.18	1.13	0.3	0.89
Smp_172210.2	0	0	0	2.97	0	1.37	0	1.83	5.81	4.29	4.13	3.55	3.82	2.64
Smp_172210.3	0	1.02	0	0	2.25	0.47	0.3	0.11	0.63	0.91	0.73	0.33	0	0
Smp_172220.1	30.88	43.38	48.35	41.31	35.04	48.24	30.88	55.21	42.47	40.57	40.65	42.65	44.74	44.83
Smp_172240.1	23.1	26.86	22.71	25.95	18.69	12.59	27.93	24.71	32.46	31.2	31.74	35.53	20.86	36.02
Smp_172250.1	0.17	0.13	3.22	0	1.49	0.15	0.63	2.1	3.55	5.49	1.79	2.87	0.64	4.08
Smp_172250.2	0.22	0	2.99	5.24	4.95	7.19	18.49	28.38	32.38	49.77	40.75	51.79	17.45	65.18
Smp_172270.1	26.95	16.75	27.37	17.33	22.06	75.16	86.57	61.84	30.81	46.66	32.61	38.98	20.82	43.63
Smp_172280.1	279.12	328.68	68.24	86.28	45.34	133.09	133.57	90.04	102.81	104.52	106.43	114.35	88.51	112.2
Smp_172340.1	8.21	1.52	6.15	0	15.33	1.71	2.84	0.12	2.1	0.58	3.01	0.96	4.69	0.56
Smp_172360.1	1.21	1.02	4.16	0.53	4.71	0.89	0.4	1.25	7.64	6.72	6.03	6.33	4.66	6.39
Smp_172370.1	0.11	0.33	0.35	0.8	0.09	0.14	0.31	0.32	0.4	0.96	0.81	1.35	0.09	0.91
Smp_172400.1	0	0.84	0	3.72	1.05	0.91	6.9	5.13	1.4	1.73	1.56	1.89	1	3.75
Smp_172400.2	1.79	1.37	7.16	4.4	6.07	12.62	3.57	12.49	7.73	6.79	10.44	10.19	8.71	8.19
Smp_172400.3	0.37	0.24	0	0	0	1.37	5.81	3.64	1.55	1.81	2.54	3.07	0.71	0.87
Smp_172420.1	17.63	10.57	6.8	5.84	3.13	40.14	30.22	21.08	0.7	0.44	0.89	0.72	0.23	0.84
Smp_172420.2	1.75	2.98	5.21	15.34	7.37	1.83	24.02	21.92	16.33	14.23	15.32	15.15	6.3	10.97
Smp_172420.3	12.6	10.53	0	0	0	0	0.59	0	0.16	0.09	0	0.08	0.15	0.1
Smp_172440.1	0	0	1.19	0	1.86	0.05	0	0	0	0	0.02	0.02	0.05	0.27
Smp_172460.1	9.27	4.63	16.26	33.62	19.74	75.49	181.29	27.01	3.06	1.47	2.79	2.12	1.12	1.51
Smp_172470.1	0.69	1.26	6.22	1.43	3.69	0.27	1.79	2.24	3.57	3.11	1.69	1.95	1.5	2.04
Smp_172480.1	0.52	1.08	7.41	16.94	7.09	0.34	3.23	3.27	117.01	106.3	53.66	59.26	18.22	49.07
Smp_172490.1	11.19	20.52	37.93	26.27	33.54	13.37	21.19	24.53	38.03	39.44	36.26	38.74	29.95	37.34
Smp_172510.1	44.21	86.77	40.05	48.64	23.2	30.94	23.53	35.37	27.35	28.91	25.87	27.82	22.58	28.24
Smp_172520.1	0	0	0	0	0	0	0.48	2.6	33.6	42.53	40.31	52.64	22.67	53.34
Smp_172530.1	120.8	174	78.86	124.71	56.3	4.85	8.14	7.46	34.34	22.07	24.07	14.16	39.51	7.32
Smp_172540.1	0	0	13.7	0	0	0.23	0.38	0.29	1.18	0	0.49	1.02	1.21	0
Smp_172540.2	22.78	24.34	0	21.35	13.61	32.78	31.45	28.38	13.67	13.47	13.78	14.26	12.58	13.13
Smp_172540.3	1.51	1.19	0.04	0	0	2.51	1.12	1.67	0.71	0.83	0.72	0	0	0.36
Smp_172580.1	33.37	23.13	18.14	27.28	9.78	24.63	11.42	37.57	24.1	29.52	38.85	49.02	5.86	35.91
Smp_172590.1	0.06	0.11	0	0	3.61	15.23	38.14	56.35	122.99	51.07	252.44	188.66	492.26	198.84
Smp_172610.1	11.58	16.59	17.95	21.16	10.87	0.49	0.86	1.68	6.85	5.14	4.67	2.77	7.95	2.52
Smp_172640.1	0.86	0	0	0.66	0	0	1.1	0.28	0.43	0	0	0.58	0.61	0
Smp_172640.2	0	0.26	1.11	0	9.86	3.67	1.69	1.01	1.15	1.68	1.76	1.66	0.26	1.95
Smp_172660.1	27.42	33.54	18.13	47.49	28.89	57.33	37.09	28.1	35.11	48.81	34.81	44.01	33.33	50.02
Smp_172660.2	28.74	23.52	17.21	0	11.43	2.46	10.94	4.8	1.74	2.56	2.43	2.4	1.67	1.96
Smp_172700.1	14.52	16.09	20.65	26.6	11.6	7.61	15.82	15.58	15.8	13.87	11.2	9.43	9.59	9.22
Smp_172730.1	180.01	131.41	97	71.89	50.15	62.78	52.45	29.42	57.65	78.22	73.7	93.78	53.12	99.63
Smp_172780.1	17.37	17.48	5.24	9.2	6.76	12.5	5.93	11.56	10.38	13.62	12.32	12.72	10.5	19.49
Smp_172780.2	4.71	1.61	4.6	0	3.66	10.11	1.89	5.8	2.26	1.28	2.64	1.77	2.4	2.36
Smp_172780.3	0.43	4.08	0	3.37	0	0	6.07	5.19	4.48	3.61	4.35	5.23	0.17	2.16
Smp_172790.1	26.9	29.37	16.67	23.97	28.72	14.78	19.93	26.2	25.4	27.94	25.18	24.67	27.04	31.79
Smp_172810.1	2.01	0.55	0.85	0.32	1.99	3.67	3.07	5.09	11.28	19.1	14.33	17.83	4.84	21.82
Smp_172850.1	41.47	29.53	283.19	335.34	270.12	125.69	180.4	266.7	220.85	245.05	225.67	239.21	328.69	263.92
Smp_172990.1	3.98	2.41	6.73	4.81	9.86	12.34	23.79	29.8	17.44	19.16	19.26	21.07	7.89	23.04
Smp_173000.1	0.41	0.51	1.73	6.58	3.32	1.58	0.5	0.25	2.57	2.44	3.15	3.93	3.31	3.33
Smp_173010.1	0.91	1.02	1.62	2.16	3.48	0.64	0.78	10.11	2.51	2.83	2.35	3.12	1.43	2.98
Smp_173020.1	6.09	6.71	5.96	6.81	4.16	13.63	5.65	4.64	8.6	6.84	9.07	9.47	3.97	7.43
Smp_173060.1	0.24	0.18	0	0.49	12.48	4.92	10.42	14.12	6.57	5.28	4.61	3.75	9.01	6.43
Smp_173060.2	25.15	25.4	12.54	8.41	17.67	25.14	8.84	10.31	24.34	26.94	25.64	27.48	7.34	28.22
Smp_173060.3	6.29	1.68	0	0	3.45	12.58	28.5	28.72	13.27	13.32	12.3	15.41	9.59	14.74
Smp_173060.4	0.84	1.26	2.54	6.48	23.35	2.92	3.94	2.32	4.56	3.49	4.96	5.28	8.74	7.08
Smp_173060.5	2.79	6.64	7.25	4.26	3.63	6.54	6.45	4.06	10.24	10.82	12.92	12.75	1.43	7.15
Smp_173100.1	2.98	1.74	2.42	1.98	7.8	4.52	11.81	13.26	17.99	16.3	11.91	12.72	4.46	10.44
Smp_173110.1	2.68	10.55	6.9	11.14	9.11	3.03	27.37	25.1	27.39	37.56	39.28	47.04	13.05	43.51
Smp_173110.2	0.56	2.25	5.42	4.49	0	0.38	31.91	16.75	10.7	11.95	11.93	12.87	6.49	16.48
Smp_173120.1	7.56	10.33	9.64	11.02	17.59	10.75	23.83	33.73	22.38	26.68	30.52	31.52	40.2	34.54
Smp_173130.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smp_173140.1	10.48	25.4	30.35	31.27	18.47	10.88	26.39	25.3	28.96	29.51	28.58	28.16	29.45	27.01
Smp_173150.1	233.82	22.75	50.43	27.88	943.69	313.01	76.68	31.46	40.19	40.57	321.72	91.47	2239.81	51.27
Smp_173160.1	371.7	304.61	430.11	270.32	30.91	0	0.71	0.42	0.08	0.02	0.05	0	0	0.03
Smp_173180.1	286.4	167.86	57.56	62.03	50.94	40.07	39.16	32.91	32.86	31.26	32.6	24.95	85.2	29.92
Smp_173190.1	1.88	0.4	3.63	0	2.24	14.51	3.97	3.19	0.53	0.7	0.12	0.34	0	0.1
Smp_173190.2	0	0	0	0	0	0	0.24	1.87	0	0	0	0.19	0.3	0
Smp_173190.3	0.65	0.02	4.88	7.83	9.14	1.32	6.37	8.71	7.2	6.88	7.35	7.75	5.07	6.94
Smp_173190.4	7.87	5.32	0	2.61	1.77	32.39	26.24	20.82	2.32	2.68	2.45	2.57	0	0.77
Smp_173190.5	0	0	0	0	0	11.89	0	0	0	0	0	0	0	0
Smp_173200.1	176.75	138.98	0	0	0	16.55	2.18	4.03	7.51	5.71	3.47	1.69	0.32	1.11
Smp_173210.1	12.92	12.49	7.04	8.05	3.07	6.03	34.99	14.5	12.32	11.43	7.66	6.37	9.16	11.93
Smp_173230.1	18.82	27.94	22.86	23.91	21.91	18.11	17.62	49.29	31.73	30.15	26.55	27.77	22.97	30.67
Smp_173240.1	4.06	6.62	2.61	1.9	1.31	18.22	31.45	69.74	12.93	14.08	16.73	18.77	8.27	25.36
Smp_173250.1	20.4	14.45	6.65	15.18	8.84	20.35	44.02	21.54	7.95	7.35	9.2	8.59	6.1	5.77
Smp_173280.1	143.71	164.71	195.75	157.11	142.66	194.59	144.69	120.97	129.38	124.46	120.03	119.98	191.03	124.91
Smp_173310.1	0.3	1.83	0	0	0	0.26	0.36	0.15	0.03	0	0	0	0	0
Smp_173320.1	9.16	17.96	31.75	57.24	108.83	68.61	104.86	119	58.84	57.5	53.77	54.84	47.65	49.26
Smp_173320.2	8.06	4.72	56.44	12.98	7.3	6.07	9.75	16.6	17.51	16.99	14.81	14.98	24.73	15.61
Smp_173330.1	10.89	10.88	25.46	23.16	24.62	20.36	55.6	63.29	41.66	40.82	43.95	42.5	36.18	38.45
Smp_173340.1	1.1	0.75	9.43	5.39	23.65	1.56	10.34	44.72	44.11	43.55	38.11	41.82	35.85	46.53
Smp_173340.2	2.81	3.11	2.35	1.34	2.34	4.41	5.43	8.87	9.28	8.86	7.36	7.7	1.87	6.47
Smp_173350.1	417.42	1013.57	1691.05	2641.08	550.82	1.14	0.38	0	0	0	0	0	0	0
Smp_173350.2	1748.1	8213.64	0	707.89	80.83	9.96	0	0.05	0.05	0.08	0	0	0	0
Smp_173360.1	2.14	7.3	0	307.73	215.37	0	0	0	0	0	0	0	0.38	0.13
Smp_173360.2	0	0	0	0	1.02	0	0.14	0	0	0	0	0	0	0
Smp_173380.1	3.03	1.63	2.5	4.25	11.34	10.39	13.8	10.29	17.22	16.6	11.43	12.18	2.69	8.71
Smp_173380.2	0.37	0	3.4	0	1.91	3.37	11.36	10.74	5.01	6.01	4.69	5.81	0.99	4.95
Smp_173410.1	380.92	375.4	276.72	337.92	306.63	160.53	85.98	50.18	100.74	103.53	110.78	101.84	213.92	104.37
Smp_173420.1	26.58	18.49	34.03	39.34	24.74	6.52	2.02	6.45	29.91	21.93	22.81	16.9	37.91	16.84
Smp_173420.2	6.94	0	15.01	28.92	54.97	0.7	5.22	2.69	4.62	1.09	4.3	6.08	25.05	2.92
Smp_173480.1	12.97	17.08	4.81	7.69	7.28	1.5	5.66	7.17	41.06	40.44	49.34	56.54	42.04	68.54
Smp_173550.1	47.54	61.06	18.58	23.89	17.04	12.88	12.72	16.26	35.05	46.27	44.59	58.72	36.81	71.38
Smp_173550.2	0.63	3.44	0	0	0.65	0.14	0	0.46	0.44	0.55	0.57	0.88	0.47	0.78
Smp_173580.1	51.02	38.73	15.09	15.09	10.51	102.9	45.15	17.04	15.34	19.35	14.62	16.32	10.88	20.54
Smp_173580.2	1.34	0	0	0	0	2.17	0.63	0	0	0.48	0.21	0.32	0	0
Smp_173610.1	67.34	88.42	67.36	28.69	53.72	22.95	162.01	29.45	41.01	64.74	52.98	70.21	41.56	58.45
Smp_173620.1	2.72	1.39	3.33	3.71	6.94	12.8	12.13	5.22	0.97	1.23	1.62	1.78	1.18	1.78
Smp_173620.2	18.97	13.09	3.09	7.37	10.49	18.22	25.54	27.86	27.59	39.41	47.66	63.52	13.85	62.77
Smp_173640.1	26.99	27.38	10.59	13.55	13.97	40.37	40.9	21.01	16.52	13.36	11.7	11.51	14.61	11.64
Smp_173650.1	86.35	115.01	88.45	122.06	60.38	26.65	33.73	38.69	47.42	55.11	41.48	46.28	72.54	57.95
Smp_173700.1	25.13	23.77	27.29	48.15	22.01	30.85	32.38	33.35	20.71	15.78	16.89	13.93	14.58	10.31
Smp_173730.1	106.19	65.89	37.81	43.08	16.27	51.14	34	54.01	26.27	20.42	28.7	30.55	17.1	38.31
Smp_173730.2	0	0	10.66	0	0	3.66	0.26	3.78	3.18	6.31	6	6.95	1.03	5.48
Smp_173730.3	48.84	6.58	0	13.09	4.69	3.94	19.16	20.99	7.11	7.29	3.57	3.77	4.6	2.41
Smp_173760.1	1.32	1.52	2.32	2.09	3.35	6.77	13.38	13.9	4.77	4.45	2.31	2.64	0.77	2.75
Smp_173790.1	33.41	19.53	5.95	4.94	6.95	15.91	18	53.81	62.66	53.26	63.3	69.73	39.64	96.48
Smp_173810.1	27.23	32.28	38.98	53.19	23.96	29.56	41.64	39.51	19.01	19.32	18.65	17.52	21.65	16.26
Smp_173840.1	2.53	2.25	172.86	195.92	121.47	125.55	87.66	67.97	0.12	0.13	2.58	5.48	86.46	43.44
Smp_173880.1	20.01	12.69	26.16	18.93	16.63	8.56	4.86	4.82	7.25	4.33	4.76	3.57	9.77	3.17
Smp_173900.1	5.77	6.53	3.53	19.72	8.87	7.63	11.63	6.75	4.18	7.79	3.82	5.58	1.62	8.29
Smp_173900.2	35.16	40.18	22.22	4.09	17.36	41.92	67	47.23	33.21	37.37	26.98	29.08	18.48	32.09
Smp_173910.1	548.92	181.81	70.59	87.66	114.22	396.32	169.17	26.54	37.32	50.53	43.44	45.04	70.73	62.83
Smp_173920.1	34.68	56.03	13.53	3.1	7.12	311.92	31.12	9.93	6.62	8.23	5.45	5.86	11.96	6.51
Smp_173940.1	60.21	88.66	28.96	26.71	25.14	67.52	65.3	73.57	76.41	69.27	57.43	56.97	18.95	52.16
Smp_174060.1	0.35	0	0	0	1.13	0.5	0.02	0	0.66	0.4	0.85	0.71	0.96	1.91
Smp_174060.2	0.35	0	0	0	1.13	0.5	0.02	0	0.66	0.4	0.85	0.71	0.96	1.91
Smp_174090.1	1.1	0.29	3.4	0	1.65	4.9	1.5	0.8	3.34	2.91	2.54	3.07	0.9	2.36
Smp_174090.2	0	0	2.25	2.93	12.48	10.69	0.26	0.83	2.6	4.61	3.68	4.73	1.35	4.63
Smp_174090.3	0.28	0.07	0	0	0.15	2.65	0.2	0.4	1.05	1.33	1.28	1.73	0.08	0.66
Smp_174110.1	8.06	2.74	5.4	3.71	2.47	4.59	4.62	15.71	9.75	13.22	16.11	21.83	8.37	23.29
Smp_174110.2	0.48	0.2	1.62	0.6	1.22	0.85	4.85	2.07	1.31	2.32	1.65	1.61	0.86	3.46
Smp_174110.3	0.15	1.9	0	0	0	0	0	0	0	0.03	0.07	0.09	0	0.02
Smp_174130.1	57.59	66.62	33.97	21.1	31.66	32.41	28.6	33	34.23	42.56	32.57	39.97	25.52	42.45
Smp_174140.1	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0
Smp_174170.1	1.6	0.75	3.45	1.76	8.59	4.28	28.37	42.11	9.72	9.41	6.04	6.88	1.37	5.63
Smp_174190.1	0	0.07	0	1.27	3.18	0.78	0	0	0.07	0.42	0.11	0.43	0	0
Smp_174190.2	0.19	0	3.08	0	3.37	0.26	2.73	15.44	6.34	5.33	4.39	4.35	3.19	4.29
Smp_174220.1	44.69	32.5	11.66	13.32	6.75	32.45	48.91	45.42	24.99	29.24	28.18	31.34	12.36	32.08
Smp_174230.1	10.78	5.49	3.64	3.75	7.17	24.23	13.49	11.51	9	11.61	8.95	10.77	3.61	9.08
Smp_174240.1	40.91	32.39	13.37	15.79	13.57	40.78	24.92	16.03	21.56	16.3	22.59	21.02	9.25	13.54
Smp_174240.2	0.3	0.51	0	0	0.28	0.7	4.8	5.79	2.68	2.17	1.83	1.37	0.39	1.19
Smp_174240.3	24.87	20.68	10.93	13.12	8.53	32.76	31.93	21.84	15.12	11.89	12.01	10.69	10.64	9.67
Smp_174250.1	0	0.09	0	0	0	0.25	0	0	0	0.06	0.06	0.12	0	0
Smp_174260.1	5.81	3.16	23.04	18.92	39.73	1.49	5.34	1.89	2.81	3.19	2.71	2.89	2.23	3.27
Smp_174300.1	0.26	0.62	5.37	3.55	8.48	2.39	5.41	11.17	6.58	9.53	6.71	7.78	2.11	9.13
Smp_174310.1	3.67	0.9	0	5.77	2.95	13.32	9.38	2.08	2.15	1.97	3.21	2.64	0.96	2.36
Smp_174310.2	5.58	9.47	12.4	7.26	9.1	22.52	29.31	29.41	11.22	14.46	10.76	13.9	6.6	12.72
Smp_174320.1	0.78	0.07	1.29	0.49	6.73	12.51	25.64	10.17	5.83	6.01	1.95	2.2	1.34	3.37
